Año,Trimestre,Provincia,Accesos por cada 100 hab,Accesos por cada 100 hogares
2022,3,Buenos Aires,26.37,78.11
2022,3,Capital Federal,50.22,122.28
2022,3,Catamarca,16.62,65.33
2022,3,Chaco,11.72,43.86
2022,3,Chubut,25.86,84.38
2022,3,Córdoba,27.04,88.31
2022,3,Corrientes,12.69,48.21
2022,3,Entre Ríos,19.04,63.67
2022,3,Formosa,11.14,43.76
2022,3,Jujuy,15.06,58.91
2022,3,La Pampa,31.82,96.59
2022,3,La Rioja,21.47,80.66
2022,3,Mendoza,14.24,51.03
2022,3,Misiones,14.11,51.82
2022,3,Neuquén,23.92,80.37
2022,3,Río Negro,20.91,67.98
2022,3,Salta,13.99,57.76
2022,3,San Juan,12.94,50.8
2022,3,San Luis,23.39,81.74
2022,3,Santa Cruz,12.85,43.19
2022,3,Santa Fe,24.7,78.55
2022,3,Santiago Del Estero,11.91,47.98
2022,3,Tierra Del Fuego,29.5,99.51
2022,3,Tucumán,15.14,61.14
2022,2,Buenos Aires,26.12927127832741,77.58
2022,2,Capital Federal,49.873561256261084,121.31
2022,2,Catamarca,15.871790195247085,62.4
2022,2,Chaco,11.70254390369554,43.79
2022,2,Chubut,25.499919336270644,83.19
2022,2,Córdoba,26.781590841133493,87.48
2022,2,Corrientes,12.732146965383649,48.35
2022,2,Entre Ríos,19.10468595065942,63.9
2022,2,Formosa,11.049814591140093,43.42
2022,2,Jujuy,14.656913524540677,57.32
2022,2,La Pampa,30.632721559665786,92.98
2022,2,La Rioja,21.331409216914373,80.14
2022,2,Mendoza,13.782233784570575,49.39
2022,2,Misiones,13.89002818196789,51.0
2022,2,Neuquén,23.81745752817118,80.02
2022,2,Río Negro,20.867543527383393,67.85
2022,2,Salta,13.936010557448652,57.54
2022,2,San Juan,12.597912455631214,49.46
2022,2,San Luis,23.396972678771853,81.76
2022,2,Santa Cruz,12.83962283852644,43.15
2022,2,Santa Fe,24.495906799164608,77.9
2022,2,Santiago Del Estero,11.836737968128928,47.7
2022,2,Tierra Del Fuego,29.60495526496903,99.86
2022,2,Tucumán,14.6914572899128,59.31
2022,1,Buenos Aires,25.563030152028354,76.07814661157262
2022,1,Capital Federal,46.01434762144353,111.79786269174652
2022,1,Catamarca,14.805619574995312,58.20635083561171
2022,1,Chaco,11.775342040436145,44.05948009941883
2022,1,Chubut,26.988759663104396,88.05274093835774
2022,1,Córdoba,26.255262218351167,85.75745356313551
2022,1,Corrientes,12.545281287312793,47.644635141502334
2022,1,Entre Ríos,19.04540527092108,63.70090347123158
2022,1,Formosa,8.896427435598431,34.955686995751336
2022,1,Jujuy,14.847641828629394,58.06462866426784
2022,1,La Pampa,30.200415031402574,91.66332531408715
2022,1,La Rioja,20.96917417226944,78.77459866564503
2022,1,Mendoza,13.5994765497552,48.73524093558345
2022,1,Misiones,13.357539336702546,49.04334199772953
2022,1,Neuquén,22.07746042609429,74.17305509992715
2022,1,Río Negro,20.61822984084394,67.03640754987029
2022,1,Salta,13.588166053353753,56.10759340849759
2022,1,San Juan,11.092116468606637,43.54598160933163
2022,1,San Luis,23.101656231687382,80.72423060601774
2022,1,Santa Cruz,12.894297328809571,43.33842311053054
2022,1,Santa Fe,24.307396998934415,77.30458474758402
2022,1,Santiago Del Estero,11.706882132029497,47.17273839324049
2022,1,Tierra Del Fuego,29.13865104068589,98.29055038672794
2022,1,Tucumán,14.215533334298076,57.39003227231194
2021,4,Buenos Aires,25.36251411440295,75.66410602338475
2021,4,Capital Federal,45.848510714562856,111.27002612891737
2021,4,Catamarca,14.054223759225387,55.2526999859741
2021,4,Chaco,11.772399458164147,44.04856389025934
2021,4,Chubut,25.309325144656967,82.57340063871433
2021,4,Córdoba,25.873153715537683,84.50941853046088
2021,4,Corrientes,11.983198552620907,45.51016102946347
2021,4,Entre Ríos,18.88227767661483,63.155361436165784
2021,4,Formosa,8.768865242200624,34.4545746388443
2021,4,Jujuy,14.555241944242491,56.921070514870486
2021,4,La Pampa,29.509892061530994,89.56734270241313
2021,4,La Rioja,20.742382050283958,77.9234900964576
2021,4,Mendoza,13.25625900699059,47.505317090317746
2021,4,Misiones,13.363319043268442,49.06462073058497
2021,4,Neuquén,21.817563119077384,73.30016254020012
2021,4,Río Negro,20.205613568445425,65.69489961160652
2021,4,Salta,13.759337691497715,56.81442605762217
2021,4,San Juan,10.084133235970333,39.588851864871685
2021,4,San Luis,22.97895624197615,80.29578283135379
2021,4,Santa Cruz,12.808821353847454,43.05121466117346
2021,4,Santa Fe,24.23965799751964,77.08920179439227
2021,4,Santiago Del Estero,11.675440470480114,47.0459491943867
2021,4,Tierra Del Fuego,29.171007839182543,98.40061644865433
2021,4,Tucumán,13.852880446424063,55.92599102424391
2021,3,Buenos Aires,23.96989190399953,71.68218940101933
2021,3,Capital Federal,45.90038346526859,111.27105514250894
2021,3,Catamarca,13.407472376612356,52.709793486001274
2021,3,Chaco,11.48213456009956,42.96241007967663
2021,3,Chubut,24.738375502880167,80.70973847657562
2021,3,Córdoba,24.885957628675673,81.2845665540848
2021,3,Corrientes,11.8228555121759,44.90088312664412
2021,3,Entre Ríos,18.590565595869126,62.17940145385769
2021,3,Formosa,8.643582187295351,33.962033540684324
2021,3,Jujuy,14.240381868423986,55.6892647441935
2021,3,La Pampa,27.767891191051227,84.27996309653611
2021,3,La Rioja,20.565964530219404,77.26016061386845
2021,3,Mendoza,12.710228113581037,45.54828468056102
2021,3,Misiones,12.411772581325813,45.57065365808786
2021,3,Neuquén,20.74816202113861,69.70653344501615
2021,3,Río Negro,19.05925062746504,61.967213114754095
2021,3,Salta,13.55352602212216,55.964278059584196
2021,3,San Juan,10.050236642022515,39.4554480019856
2021,3,San Luis,22.857408818789526,79.87043349212911
2021,3,Santa Cruz,13.016254371883871,43.74732028012005
2021,3,Santa Fe,23.58815244581783,75.01704762728227
2021,3,Santiago Del Estero,11.660736690891678,47.0
2021,3,Tierra Del Fuego,28.150170112829368,94.95386825985027
2021,3,Tucumán,13.533446775711843,54.63604486100796
2021,2,Buenos Aires,23.35247372787298,70.00330336027972
2021,2,Capital Federal,45.48719048129489,110.14440203212098
2021,2,Catamarca,13.313748671467298,52.34030966263861
2021,2,Chaco,11.580041340539402,43.32762729293539
2021,2,Chubut,22.159781771420207,72.29410481936469
2021,2,Córdoba,24.528406291253745,80.11518795931242
2021,2,Corrientes,11.465064580129559,43.5411637336848
2021,2,Entre Ríos,18.435680632917915,61.660264464787886
2021,2,Formosa,8.456293049570467,33.22548419322613
2021,2,Jujuy,14.366784069218694,56.182157011467694
2021,2,La Pampa,27.043558440191944,82.08000672325404
2021,2,La Rioja,20.49158509575061,76.9786615851933
2021,2,Mendoza,11.433847066800618,40.97324182617088
2021,2,Misiones,12.26014659485293,45.0128113119994
2021,2,Neuquén,20.58023612564588,69.14021084638621
2021,2,Río Negro,19.052051860128394,61.94204057417748
2021,2,Salta,13.303441391384512,54.930090174788894
2021,2,San Juan,10.00671906693712,39.28402570062062
2021,2,San Luis,23.89055527674358,83.47810720063075
2021,2,Santa Cruz,13.096756425784957,44.01491665543425
2021,2,Santa Fe,23.60478745301367,75.06878626293008
2021,2,Santiago Del Estero,11.554388875216853,46.557275364921054
2021,2,Tierra Del Fuego,20.126647945777083,67.88580775229184
2021,2,Tucumán,13.606163819728007,54.928196510348045
2021,1,Buenos Aires,22.998353975762015,69.10524076185938
2021,1,Capital Federal,44.82699016464177,108.4199392232935
2021,1,Catamarca,12.438278918256517,48.899092927848244
2021,1,Chaco,11.528896477487843,43.13649241708794
2021,1,Chubut,21.147838315076264,68.9942808881567
2021,1,Córdoba,24.061371645661506,78.59028062380018
2021,1,Corrientes,11.234115869536096,42.664128438821415
2021,1,Entre Ríos,18.070581721504354,60.439449728342346
2021,1,Formosa,8.330895284429907,32.732955756327215
2021,1,Jujuy,14.226045966500736,55.63244789620541
2021,1,La Pampa,26.943299898725044,81.77676345752207
2021,1,La Rioja,13.258360163449572,49.80693519079345
2021,1,Mendoza,10.926002451479471,39.153661528996416
2021,1,Misiones,11.758811611223322,43.172438905971845
2021,1,Neuquén,19.895917331182986,66.84208942045272
2021,1,Río Negro,18.724905657874665,60.87924030325769
2021,1,Salta,13.061128426236175,53.93001926339093
2021,1,San Juan,9.948368694803314,39.055194335357605
2021,1,San Luis,23.24883515831701,81.23730177127507
2021,1,Santa Cruz,12.391825403443834,41.64783103990742
2021,1,Santa Fe,23.242382186130484,73.91656407026184
2021,1,Santiago Del Estero,11.334871169032645,45.67308282365455
2021,1,Tierra Del Fuego,22.9312154304354,77.34935609177366
2021,1,Tucumán,13.57896382467824,54.81892254125389
2020,4,Buenos Aires,22.90151153254686,68.97702220170737
2020,4,Capital Federal,44.833968426782796,108.31107489043508
2020,4,Catamarca,12.567459308545084,49.40688354549741
2020,4,Chaco,11.50064617804086,43.030788649779105
2020,4,Chubut,20.950871174621614,68.35189915825622
2020,4,Córdoba,23.904978675681004,78.07960876338194
2020,4,Corrientes,11.172002734788627,42.42828394694903
2020,4,Entre Ríos,17.78197083072765,59.47430676097378
2020,4,Formosa,8.268390853815193,32.487381907596735
2020,4,Jujuy,13.669623117135359,53.45659123390888
2020,4,La Pampa,26.940422171804798,81.76793248945148
2020,4,La Rioja,13.339129511730942,50.11061211701148
2020,4,Mendoza,10.779753857792285,38.62957896227819
2020,4,Misiones,11.614898792582805,42.64411416119227
2020,4,Neuquén,19.943555550895127,67.00234522048092
2020,4,Río Negro,18.789319055171752,61.088615480454756
2020,4,Salta,13.088389057411085,54.04275200147659
2020,4,San Juan,9.251858120163535,36.32088215575813
2020,4,San Luis,23.375314368474104,81.67947806105701
2020,4,Santa Cruz,11.008682660661702,36.99957245908797
2020,4,Santa Fe,23.136769743176906,73.58073807267776
2020,4,Santiago Del Estero,10.857437164805166,43.749256620689934
2020,4,Tierra Del Fuego,22.609569143137627,76.26583496977399
2020,4,Tucumán,13.57016980842894,54.78340441369959
2020,3,Buenos Aires,22.410088053440287,67.65618983090923
2020,3,Capital Federal,44.62274289719256,107.6759011657323
2020,3,Catamarca,11.995288801288368,47.15709898417198
2020,3,Chaco,11.102767361905425,41.54192057806515
2020,3,Chubut,20.94871530485329,68.34389815720037
2020,3,Córdoba,23.029708353509868,75.22035723669207
2020,3,Corrientes,10.993613616681577,41.750749470464434
2020,3,Entre Ríos,17.398110879051448,58.1901640924315
2020,3,Formosa,8.120337229392224,31.905623310186538
2020,3,Jujuy,13.820037033679931,54.04441923820905
2020,3,La Pampa,26.115702018823033,79.26447706670275
2020,3,La Rioja,13.341312020771634,50.118113236302676
2020,3,Mendoza,10.422355488053226,37.348633137232696
2020,3,Misiones,11.331798537010407,41.60448628544863
2020,3,Neuquén,19.42045929269766,65.24417025530218
2020,3,Río Negro,17.54802558517,57.052405915845014
2020,3,Salta,12.670239307125406,52.31571212848803
2020,3,San Juan,9.88083251128296,38.78995525412846
2020,3,San Luis,22.8839263803681,79.96172209417188
2020,3,Santa Cruz,10.697207032526524,35.95152890784452
2020,3,Santa Fe,22.677710522681583,72.12060247348236
2020,3,Santiago Del Estero,10.76484130094044,43.37593131691913
2020,3,Tierra Del Fuego,22.771515363810202,76.80909583946696
2020,3,Tucumán,13.184990703555616,53.2281495112899
2020,2,Buenos Aires,21.552858404836318,65.2205801358229
2020,2,Capital Federal,44.15182686820503,106.41480599073645
2020,2,Catamarca,11.556666835285702,45.43181818181818
2020,2,Chaco,10.646198278920558,39.83250279006581
2020,2,Chubut,17.577923412048097,57.344613387235526
2020,2,Córdoba,22.262629768284135,72.71358531242393
2020,2,Corrientes,10.613139950481656,40.30476267979574
2020,2,Entre Ríos,16.90464963972206,56.538654739709614
2020,2,Formosa,7.925539742616724,31.1394362262631
2020,2,Jujuy,12.246000275261045,47.887810227872784
2020,2,La Pampa,25.07384596485546,76.10158288987562
2020,2,La Rioja,13.267548880443243,49.83993501839552
2020,2,Mendoza,10.116652469373573,36.25224342110005
2020,2,Misiones,11.136919674351834,40.88779600969606
2020,2,Neuquén,19.02059866374008,63.898469033764314
2020,2,Río Negro,17.338453751536527,56.369335248791955
2020,2,Salta,12.492822821915325,51.58158335340357
2020,2,San Juan,8.939786450606132,35.09485776365026
2020,2,San Luis,22.440286647722235,78.4096773527651
2020,2,Santa Cruz,10.650675172081195,35.79262396979603
2020,2,Santa Fe,22.01189934872471,70.002168637187
2020,2,Santiago Del Estero,10.787648634906734,43.46716682468362
2020,2,Tierra Del Fuego,22.642392447335883,76.36948260742473
2020,2,Tucumán,12.826796661758182,51.78074091030483
2020,1,Buenos Aires,21.208081014212762,64.32563101743429
2020,1,Capital Federal,44.02408243452466,105.98017414181909
2020,1,Catamarca,9.568286447482455,37.615427687460254
2020,1,Chaco,10.018358007806318,37.483833369172615
2020,1,Chubut,15.715139739949185,51.26848941909703
2020,1,Córdoba,21.64232669040361,70.6880744339108
2020,1,Corrientes,10.198192297264285,38.729079942230904
2020,1,Entre Ríos,16.779387594256768,56.12006051437216
2020,1,Formosa,7.693633209507935,30.228303962606848
2020,1,Jujuy,11.934505713694248,46.670230639987786
2020,1,La Pampa,24.96348894596364,75.76678781291396
2020,1,La Rioja,12.337423688670192,46.346631384166976
2020,1,Mendoza,9.248656325291032,33.14207670017271
2020,1,Misiones,10.627621055982175,39.01834755171205
2020,1,Neuquén,18.409872883598883,61.84749362355069
2020,1,Río Negro,16.95263605430754,55.11566865962362
2020,1,Salta,12.011697200976553,49.59568027012866
2020,1,San Juan,8.251277881190129,32.392292136304725
2020,1,San Luis,21.838769386372302,76.30854184641933
2020,1,Santa Cruz,10.704172537298618,35.97427628896549
2020,1,Santa Fe,21.86132458787361,69.52357940253133
2020,1,Santiago Del Estero,10.539212166838636,42.466359187991806
2020,1,Tierra Del Fuego,22.552553250860385,76.06964979018785
2020,1,Tucumán,11.852464901793745,47.84792325850032
2019,4,Buenos Aires,21.135089381908887,64.25205288245421
2019,4,Capital Federal,44.18705360861236,106.24546751041055
2019,4,Catamarca,9.268865071492511,36.43842912715547
2019,4,Chaco,9.84506318966921,36.835478630342415
2019,4,Chubut,15.677171185926401,51.145017855147124
2019,4,Córdoba,21.57949716642836,70.48295566244217
2019,4,Corrientes,10.208283637368018,38.767440989262106
2019,4,Entre Ríos,17.339132629892976,57.99221691704514
2019,4,Formosa,7.755476118924716,30.471313480544048
2019,4,Jujuy,11.60391510228381,45.37754633175065
2019,4,La Pampa,25.344921847620384,76.92418969170417
2019,4,La Rioja,12.547563567459605,47.13589011052434
2019,4,Mendoza,9.390112733918839,33.64903072027183
2019,4,Misiones,10.837581902491847,39.78923684048622
2019,4,Neuquén,17.668184976921886,59.35590092822445
2019,4,Río Negro,17.13387032217983,55.70500968287489
2019,4,Salta,12.195492805546795,50.35463892238824
2019,4,San Juan,8.36915261267133,32.85497572815534
2019,4,San Luis,21.441352893267833,74.92002603481464
2019,4,Santa Cruz,10.923427797723754,36.71136308535834
2019,4,Santa Fe,21.84835065573258,69.48235725596862
2019,4,Santiago Del Estero,10.651974288337923,42.92077382358182
2019,4,Tierra Del Fuego,23.627546752616215,79.69536136377089
2019,4,Tucumán,11.803181280712074,47.64902012521289
2019,3,Buenos Aires,22.761733615562225,69.35630106079125
2019,3,Capital Federal,46.904770893488056,112.6453878037209
2019,3,Catamarca,7.855954765218487,30.883614526737205
2019,3,Chaco,9.580664387529255,35.8460309754608
2019,3,Chubut,14.580466548718958,47.56624162293312
2019,3,Córdoba,21.000781776953538,68.59234901069021
2019,3,Corrientes,10.134028114178687,38.48535113586719
2019,3,Entre Ríos,17.311661825597923,57.90009945796624
2019,3,Formosa,7.664177713890219,30.11243299777749
2019,3,Jujuy,11.334206981241007,44.322486842913605
2019,3,La Pampa,25.519002705641388,77.45269423291748
2019,3,La Rioja,12.762431790856121,47.94290512174643
2019,3,Mendoza,11.368189016279217,40.73714258735342
2019,3,Misiones,10.713348334458951,39.33292986744382
2019,3,Neuquén,19.092075679641724,64.13887269491578
2019,3,Río Negro,19.508498591229387,63.42470088700958
2019,3,Salta,10.771854623416075,44.47617792228716
2019,3,San Juan,9.440941485226007,37.06231303554226
2019,3,San Luis,24.390971166174673,85.22608876849344
2019,3,Santa Cruz,10.601555192584216,35.62816097885956
2019,3,Santa Fe,21.656424746361633,68.87178057593026
2019,3,Santiago Del Estero,13.725288048364083,55.30391146854541
2019,3,Tierra Del Fuego,28.598925193212118,96.46210963092378
2019,3,Tucumán,9.781574184382116,39.487600204016815
2019,2,Buenos Aires,22.215789484298067,67.84713982374198
2019,2,Capital Federal,46.08592579281094,110.54556699485231
2019,2,Catamarca,8.173397032450584,32.13095022019278
2019,2,Chaco,9.125011329267105,34.14026097986763
2019,2,Chubut,14.403808727896068,46.98798413626923
2019,2,Córdoba,20.841637242238242,68.07130938789848
2019,2,Corrientes,10.047459019420458,38.15558588418795
2019,2,Entre Ríos,17.185820444672466,57.47823458872391
2019,2,Formosa,7.742195783956093,30.418236006943307
2019,2,Jujuy,11.382934590825071,44.511922790626045
2019,2,La Pampa,25.39783989548608,77.08313750288404
2019,2,La Rioja,12.965645588675004,48.704939144243156
2019,2,Mendoza,11.373356541672889,40.754624235362655
2019,2,Misiones,10.662825595018377,39.14612554169944
2019,2,Neuquén,18.777900805620252,63.080964327674394
2019,2,Río Negro,18.792276756346176,61.0942074999118
2019,2,Salta,10.146610869132008,41.89319832036978
2019,2,San Juan,9.068540162527924,35.59971733748176
2019,2,San Luis,23.40822663016059,81.789994425864
2019,2,Santa Cruz,8.584064828655885,28.846063055322123
2019,2,Santa Fe,21.201130485144205,67.42291993321949
2019,2,Santiago Del Estero,13.101581339388986,52.78997126317105
2019,2,Tierra Del Fuego,28.10756382159569,94.79803428023493
2019,2,Tucumán,9.942460440805863,40.13604621420884
2019,1,Buenos Aires,21.64173785141924,66.24255522736811
2019,1,Capital Federal,45.57918389943661,109.19616455883845
2019,1,Catamarca,8.188504627374574,32.190488956121285
2019,1,Chaco,8.722835003407456,32.635876579429485
2019,1,Chubut,13.180368061670734,42.99773633717796
2019,1,Córdoba,20.05952769269671,65.5173840768055
2019,1,Corrientes,9.25199213887151,35.13498688698812
2019,1,Entre Ríos,16.979402393290254,56.78815996169284
2019,1,Formosa,7.55368578631946,29.677694630431926
2019,1,Jujuy,11.867849761055307,46.40843874036665
2019,1,La Pampa,25.157516640472675,76.35457433780647
2019,1,La Rioja,13.359402478637785,50.184587883262736
2019,1,Mendoza,10.508862067173826,37.657164970282864
2019,1,Misiones,9.87579609120626,36.25716826552349
2019,1,Neuquén,17.526490396034294,58.87800433437489
2019,1,Río Negro,16.478122478195964,53.57164978100252
2019,1,Salta,9.711781014403453,40.09834441771615
2019,1,San Juan,8.108982017265918,31.833058053465464
2019,1,San Luis,19.271779401291518,67.3379373977716
2019,1,Santa Cruz,7.042691634453057,23.66765499676892
2019,1,Santa Fe,21.059894917387947,66.97409094791476
2019,1,Santiago Del Estero,9.311616280949599,37.519416746003905
2019,1,Tierra Del Fuego,27.684925791261847,93.37581922721242
2019,1,Tucumán,10.31263096739148,41.63074443134759
2018,4,Buenos Aires,21.058833823398523,64.60284663484316
2018,4,Capital Federal,45.24931394036689,108.27314997057414
2018,4,Catamarca,8.197333541624968,32.225346166025346
2018,4,Chaco,8.7108351925502,32.59096087632982
2018,4,Chubut,13.061729706052178,42.61093609604538
2018,4,Córdoba,19.92843117514227,65.08926459112368
2018,4,Corrientes,9.102210657080787,34.56627656869549
2018,4,Entre Ríos,16.257794035384702,54.37477348639939
2018,4,Formosa,7.568639138457005,29.73653915732
2018,4,Jujuy,11.899484192418539,46.53226639132679
2018,4,La Pampa,24.215175627605007,73.49404828314209
2018,4,La Rioja,13.402859048246764,50.347993917417234
2018,4,Mendoza,10.536933969997644,37.757783845911696
2018,4,Misiones,9.38376401334208,34.4507488777944
2018,4,Neuquén,17.58336203291432,59.06916926636779
2018,4,Río Negro,15.952033444971306,51.86140345426057
2018,4,Salta,9.639884990122159,39.801610069738146
2018,4,San Juan,8.125067548299477,31.89625207025579
2018,4,San Luis,19.332549309229275,67.55045369760039
2018,4,Santa Cruz,7.049080016507051,23.68919410065612
2018,4,Santa Fe,20.62373640643868,65.58706886191564
2018,4,Santiago Del Estero,9.2821177795649,37.40072595129344
2018,4,Tierra Del Fuego,27.748785315817887,93.59257086207943
2018,4,Tucumán,10.344120436439566,41.75796963877769
2018,3,Buenos Aires,20.95908740104848,64.44056759752046
2018,3,Capital Federal,45.37709204560748,108.44591411021922
2018,3,Catamarca,8.373046550087581,32.91594537411041
2018,3,Chaco,8.628583509513742,32.283100833077576
2018,3,Chubut,17.28630822939319,56.391745852269025
2018,3,Córdoba,19.66915749676994,64.24210026029336
2018,3,Corrientes,9.018948170247882,34.24993887383215
2018,3,Entre Ríos,15.016208210741233,50.222013858377494
2018,3,Formosa,7.5279498103121085,29.576573428878444
2018,3,Jujuy,5.949165647225797,23.263700137195517
2018,3,La Pampa,23.64056278957734,71.75023651844843
2018,3,La Rioja,13.505484520192356,50.73304318059562
2018,3,Mendoza,10.601969231966759,37.990597267996215
2018,3,Misiones,8.74450949017475,32.10366641805902
2018,3,Neuquén,18.005451709791327,60.48661674396911
2018,3,Río Negro,15.546572458298687,50.54264808703746
2018,3,Salta,9.549341341721156,39.42741342068409
2018,3,San Juan,8.419357955569252,33.05141650392377
2018,3,San Luis,14.983359875657099,52.35311497551916
2018,3,Santa Cruz,9.738987459252597,32.72785029455932
2018,3,Santa Fe,19.939106982732063,63.4096146162309
2018,3,Santiago Del Estero,8.996517443513934,36.24961697805127
2018,3,Tierra Del Fuego,27.506021696216745,92.77191839394062
2018,3,Tucumán,10.325137534986972,41.68101359528755
2018,2,Buenos Aires,20.374582324435124,62.78226651094991
2018,2,Capital Federal,44.632577746788044,106.53494128146691
2018,2,Catamarca,8.35838388395506,32.8575008674866
2018,2,Chaco,8.353123614291734,31.251704996034892
2018,2,Chubut,16.830485129144066,54.90230333735512
2018,2,Córdoba,19.373198551696014,63.2743661231958
2018,2,Corrientes,8.903247385340823,33.80975390881165
2018,2,Entre Ríos,14.711648453505866,49.20261187052838
2018,2,Formosa,7.4919076165093035,29.434226520796997
2018,2,Jujuy,5.9923974768014165,23.432202729854474
2018,2,La Pampa,23.40701065826804,71.04033787278055
2018,2,La Rioja,13.570922884408905,50.97789073923241
2018,2,Mendoza,10.318226443150964,36.97287272406129
2018,2,Misiones,8.61598877251767,31.630907682221824
2018,2,Neuquén,17.931877810369247,60.23679161402031
2018,2,Río Negro,15.42558308937726,50.147894623963396
2018,2,Salta,9.673102808845783,39.93719209989731
2018,2,San Juan,8.392841711641646,32.94664884868421
2018,2,San Luis,4.336137508962927,15.150424491351385
